1964/65,"August 1, 1964",Detroit Red Wings,cash,Chicago Blackhawks,Ed Chadwick
1964/65,"June 28, 1964",Boston Bruins,"Guy Allen
 Paul Reid",Montreal Canadiens,"Alex Campbell
rights to Ken Dryden"
1964/65,"June 25, 1964",Toronto Maple Leafs,"Ed Ehrenverth
 Duane Rupp",New York Rangers,"Lou Angotti
 Ed Lawson"
1964/65,"June 9, 1964",Boston Bruins,"Murray Balfour
 Mike Draper",Chicago Blackhawks,"Matt Ravlich
 Jerry Toppazzini"
1964/65,"June 9, 1964",Detroit Red Wings,"Autry Erickson
 Ron Murphy",Chicago Blackhawks,"Ian Cushenan
 John Miszuk
 Art Stratton"
1964/65,"June 8, 1964",Boston Bruins,"Reggie Fleming
 Ab McDonald",Chicago Blackhawks,Doug Mohns
1965/66,"February 18, 1966",Boston Bruins,Ron Murphy,Detroit Red Wings,Dean Prentice
1965/66,"February 16, 1966",Boston Bruins,"Gary Doak
 Bill Lesuk
 Ron Murphy
future considerations (Steve Atkinson)",Detroit Red Wings,"Leo Boivin
 Dean Prentice"
1965/66,"January 10, 1966",Boston Bruins,John McKenzie,New York Rangers,Reggie Fleming
1965/66,"January 7, 1966",Chicago Blackhawks,rights to Lou Angotti,New York Rangers,"cash
other considerations (Blackhawks allow Rangers to assign Larry Mickey to CHL without offering him to Blackhawks 1st)"
1965/66,"December 30, 1965",Boston Bruins,Pit Martin,Detroit Red Wings,Parker MacDonald
1965/66,"November 15, 1965",Detroit Red Wings,$15K cash,Chicago Blackhawks,Pat Hannigan
1965/66,"June 8, 1965",Montreal Canadiens,Don Johns,Chicago Blackhawks,Bryan Watson
1965/66,"June 8, 1965",Toronto Maple Leafs,"Andy Hebenton
 Orland Kurtenbach
 Pat Stapleton",Boston Bruins,Ron Stewart
1965/66,"June 8, 1965",Montreal Canadiens,"Earl Ingarfield Sr.
 Gord Labossiere
 Dave McComb
 Noel Price
cash",New York Rangers,"Cesare Maniago
 Garry Peters"
1965/66,"June 8, 1965",Detroit Red Wings,Bob Cunningham,New York Rangers,Dunc McCallum
1965/66,"June 4, 1965",Chicago Blackhawks,"Dick Meissner
 Mel Pearson
 Tracy Pratt
 Dave Richardson",New York Rangers,"Ray Cullen
 John McKenzie"
1965/66,"May 31, 1965",Boston Bruins,"Bob Dillabough
 Ron Harris
 Albert Langlois
 Parker MacDonald",Detroit Red Wings,"Bob McCord
 Ab McDonald
 Ken Stephanson"
1965/66,"May 20, 1965",Toronto Maple Leafs,"Autry Erickson
 Larry Jeffrey
 Eddie Joyal
 Lowell MacDonald
 Marcel Pronovost",Detroit Red Wings,"Andy Bathgate
 Billy Harris
 Gary Jarrett"
1966/67,"December 20, 1966",Detroit Red Wings,Howie Young,Chicago Blackhawks,"Al LeBrun
 Rick Morris
future considerations
loan of Murray Hall and Al Lebrun for remainder of 1966-67 season"
1966/67,"June 13, 1966",Montreal Canadiens,"Garry Peters
 Ted Taylor",New York Rangers,Red Berenson
1967/68,"March 25, 1968",Toronto Maple Leafs,Pat Quinn,St. Louis Blues,cash
1967/68,"March 3, 1968",Toronto Maple Leafs,"Norm Ullman
 Floyd Smith
 Paul Henderson
 Doug Barrie",Detroit Red Wings,"Garry Unger
 Pete Stemkowski
 Frank Mahovlich
rights to Carl Brewer"
1967/68,"February 27, 1968",Pittsburgh Penguins,"Wayne Hicks
cash",Philadelphia Flyers,Art Stratton
1967/68,"January 13, 1968",Toronto Maple Leafs,cash,Minnesota North Stars,Bronco Horvath
1967/68,"January 9, 1968",California Golden Seals (Oakland),"John Brenneman
 Ted Hampson
 Bert Marshall",Detroit Red Wings,Kent Douglas
1967/68,"December 23, 1967",Toronto Maple Leafs,"Murray Hall
 Duke Harris
 Don Johns
 Len Lunde
 Ted Taylor
loan of Carl Wetzel",Minnesota North Stars,"Milan Marcetta
 Jean-Paul Parise"
1967/68,"December 1, 1967",California Golden Seals (Oakland),rights to Larry Popein,New York Rangers,cash
1967/68,"November 29, 1967",St. Louis Blues,"Red Berenson
 Barclay Plager",New York Rangers,"Ron Attwell
 Ron Stewart"
1967/68,"October 19, 1967",Minnesota North Stars,"Duke Harris
 Bob McCord",Detroit Red Wings,"Dave Richardson
 Jean-Guy Talbot"
1967/68,"October 18, 1967",Boston Bruins,1970 1st round pick (#4-Rick MacLeish),Philadelphia Flyers,Rosaire Paiement
1967/68,"October 12, 1967",Toronto Maple Leafs,"Jean-Paul Parise
 Bryan Hextall Jr.",California Golden Seals (Oakland),Gerry Ehman
1967/68,"October 9, 1967",St. Louis Blues,"Craig Cameron
 Don Giesebrecht
 Larry Hornung",Detroit Red Wings,John Brenneman
1967/68,"October 5, 1967",Montreal Canadiens,cash,Minnesota North Stars,Don Johns
1967/68,"October 1, 1967",Detroit Red Wings,cash,Philadelphia Flyers,Dick Sarrazin
1967/68,"September 7, 1967",Detroit Red Wings,Roy Edwards,Pittsburgh Penguins,Hank Bassen
1967/68,"September 1, 1967",Toronto Maple Leafs,cash,Philadelphia Flyers,Al Millar
1967/68,"August 17, 1967",Chicago Blackhawks,Paul Shmyr,New York Rangers,Camille Henry
1967/68,"June 21, 1967",Montreal Canadiens,cash,St. Louis Blues,Claude Cardin
1967/68,"June 16, 1967",Los Angeles Kings,"Trevor Fahey
 Jim Murray
 Ken Turlik",New York Rangers,Barclay Plager
1967/68,"June 14, 1967",Montreal Canadiens,"Claude Cardin
 Phil Obendorf",St. Louis Blues,Bill McCreary Sr.
1967/68,"June 14, 1967",Montreal Canadiens,Pat Quinn,St. Louis Blues,Ron Attwell
1967/68,"June 14, 1967",Montreal Canadiens,cash,Minnesota North Stars,Mike McMahon Jr.
1967/68,"June 14, 1967",Detroit Red Wings,cash,Pittsburgh Penguins,Les Binkley
1967/68,"June 14, 1967",Montreal Canadiens,1970 1st round pick (#6-Chuck Lefley),Minnesota North Stars,rights to Danny O'Shea
1967/68,"June 8, 1967",Toronto Maple Leafs,Ken Block,Los Angeles Kings,rights to Red Kelly
1967/68,"June 7, 1967",Montreal Canadiens,cash,Minnesota North Stars,rights to Bill Masterson
1967/68,"June 7, 1967",Montreal Canadiens,cash,Minnesota North Stars,Bill Masterton
1967/68,"June 7, 1967",Montreal Canadiens,cash,Minnesota North Stars,Carl Wetzel
1967/68,"June 7, 1967",Montreal Canadiens,cash,St. Louis Blues,"Ron Attwell
 Pat Quinn"
1967/68,"June 6, 1967",Toronto Maple Leafs,cash,Minnesota North Stars,Ken Broderick
1967/68,"June 6, 1967",Toronto Maple Leafs,cash,Minnesota North Stars,"Ken Broderick
 Barry MacKenzie
rights to Gary Dineen"
1967/68,"June 6, 1967",Montreal Canadiens,1971 1st round pick (#7-Chuck Arnason),Minnesota North Stars,"Andre Boudrias
 Bob Charlebois
 Bernard Cote"
1967/68,"June 6, 1967",Montreal Canadiens,Bryan Watson,Minnesota North Stars,"Bill Plager
rights to Barry Meissner
rights to Leo Thiffault"
1967/68,"June 6, 1967",Pittsburgh Penguins,"Paul Andrea
 Frank Francis
 George Konik
 Dunc McCallum",New York Rangers,Larry Jeffrey
1967/68,"June 6, 1967",St. Louis Blues,"Tim Ecclestone
 Gord Kannegiesser
 Bob Plager
 Gary Sabourin",New York Rangers,Rod Seiling
1967/68,"June 1, 1967",Minnesota North Stars,rights to Marshall Johnston,New York Rangers,cash
1967/68,"June 1, 1967",Toronto Maple Leafs,rights to Pete Conacher,New York Rangers,cash
1967/68,"May 15, 1967",Boston Bruins,"Ken Hodge Sr.
 Phil Esposito
 Fred Stanfield",Chicago Blackhawks,"Jack Norris
 Pit Martin
 Gilles Marotte"
1967/68,"May 15, 1967",Toronto Maple Leafs,"Murray Oliver
cash",Boston Bruins,Eddie Shack
1968/69,"March 2, 1969",Toronto Maple Leafs,"Forbes Kennedy
 Brit Selby",Philadelphia Flyers,"Mike Byers
 Gerry Meehan
 Bill Sutherland"
1968/69,"February 15, 1969",Minnesota North Stars,"Danny Lawson
rights to Brian Conacher",Detroit Red Wings,Wayne Connelly
1968/69,"February 14, 1969",Minnesota North Stars,"Bill Orban
 Tom Reid
future considerations (Doug Shelton)",Chicago Blackhawks,"Andre Boudrias
 Mike McMahon Jr."
1968/69,"January 30, 1969",California Golden Seals (Oakland),"Earl Ingarfield Sr.
 Dick Mattiussi
 Gene Ubriaco",Pittsburgh Penguins,"Tracy Pratt
 George Swarbrick
 Bryan Watson"
1968/69,"January 24, 1969",Minnesota North Stars,Leo Boivin,Pittsburgh Penguins,Duane Rupp
1968/69,"December 1, 1968",Chicago Blackhawks,Brian Bradley,Philadelphia Flyers,Bob Sneddon
1968/69,"November 29, 1968",California Golden Seals (Oakland),Bob Dillabough,Pittsburgh Penguins,Billy Harris
1968/69,"November 22, 1968",Montreal Canadiens,Larry Hillman,Pittsburgh Penguins,"Jean-Guy Lagace
cash"
1968/69,"November 15, 1968",Montreal Canadiens,cash,Minnesota North Stars,Brian D. Smith
1968/69,"November 12, 1968",Los Angeles Kings,Ron Anderson,Detroit Red Wings,Poul Popiel
1968/69,"October 28, 1968",Montreal Canadiens,cash,St. Louis Blues,Norm Dennis
1968/69,"October 10, 1968",Los Angeles Kings,Jimmy Peters Jr.,Detroit Red Wings,Terry Sawchuk
1968/69,"October 1, 1968",Minnesota North Stars,1972 1st round pick (#8-Dave Gardner),Pittsburgh Penguins,Bob Woytowich
1968/69,"October 1, 1968",Detroit Red Wings,cash,Pittsburgh Penguins,Doug Barrie
1968/69,"September 30, 1968",Toronto Maple Leafs,"Louis Devault
 Grant Moore",Los Angeles Kings,"Gary Croteau
 Brian Murphy
 Wayne Thomas"
1968/69,"September 13, 1968",California Golden Seals (Oakland),cash,New York Rangers,Ron Boehm
1968/69,"September 1, 1968",Pittsburgh Penguins,cash,Philadelphia Flyers,loan of Bob Rivard
1968/69,"August 1, 1968",Montreal Canadiens,cash,California Golden Seals (Oakland),Len Ronson
1968/69,"July 4, 1968",California Golden Seals (Oakland),George Konik,Pittsburgh Penguins,cash
1968/69,"July 1, 1968",Montreal Canadiens,"Yves Locas
 Brian D. Smith",Los Angeles Kings,Larry Cahan
1968/69,"June 27, 1968",St. Louis Blues,Seth Martin,New York Rangers,cash
1968/69,"June 13, 1968",St. Louis Blues,"Camille Henry
 Robbie Irons
 Bill Plager",New York Rangers,"Don Caley
 Wayne Rivers"
1968/69,"June 12, 1968",Minnesota North Stars,"Wayne Hillman
 Joe Johnston
 Dan Seguin",New York Rangers,Dave Balon
1968/69,"June 12, 1968",Montreal Canadiens,"1973 1st round pick (#2-Tom Lysiak) 
1973 2nd round pick (#18-Blake Dunlop)",California Golden Seals (Oakland),opportunity to select Carol Vadnais in 1968 waiver draft
1968/69,"June 11, 1968",Montreal Canadiens,cash,St. Louis Blues,Gerald Lemire
1968/69,"June 11, 1968",Montreal Canadiens,cash,St. Louis Blues,Kenneth Faranski
1968/69,"June 11, 1968",Montreal Canadiens,cash,St. Louis Blues,Ted Ouimet
1968/69,"June 11, 1968",St. Louis Blues,"Lou Angotti
 Ian Campbell",Philadelphia Flyers,"Darryl Edestrand
 Gerry Melnyk"
1968/69,"June 11, 1968",Montreal Canadiens,"1969 1st round pick (#5-Dick Redmond) 
1972 1st round pick (#4-Steve Shutt)",Los Angeles Kings,Gerry Desjardins
1968/69,"June 11, 1968",Los Angeles Kings,Myron Stankiewicz,St. Louis Blues,Terry Gray
1968/69,"June 11, 1968",Montreal Canadiens,cash,Minnesota North Stars,"Jim Paterson
rights to Claude Piche
rights to Jack Rathwell"
1968/69,"June 11, 1968",Montreal Canadiens,Al MacNeil,Pittsburgh Penguins,Wally Boyer
1968/69,"June 11, 1968",St. Louis Blues,Ab McDonald,Pittsburgh Penguins,Lou Angotti
1968/69,"June 10, 1968",Montreal Canadiens,"1972 1st round pick (#6-Michel Larocque) 
future considerations (Tom Thurlby)",California Golden Seals (Oakland),"Bryan Watson
cash"
1968/69,"June 10, 1968",Montreal Canadiens,"1972 1st round pick (#8-Dave Gardner) 
cash 
future considerations (Marshall Johnston)",Minnesota North Stars,"Danny Grant
 Claude D. Larose
future considerations (Bob Murdoch)"
1968/69,"June 6, 1968",Montreal Canadiens,cash,Minnesota North Stars,Jake Rathwell
1968/69,"June 6, 1968",Toronto Maple Leafs,cash,Detroit Red Wings,Doug Barrie
1968/69,"May 27, 1968",California Golden Seals (Oakland),"Gary Jarrett
 Doug Roberts
 Chris Worthy
 Howie Young",Detroit Red Wings,"Bob Baun
 Ron Harris"
1968/69,"May 23, 1968",Toronto Maple Leafs,Pierre Pilote,Chicago Blackhawks,Jim Pappin
1968/69,"May 21, 1968",Montreal Canadiens,"Wally Boyer
 Alain Caron
1968 1st round pick (#3-Jim Pritchard) 
1970 1st round pick (#5-Ray Martyniuk) 
future considerations (Lyle Bradley)",California Golden Seals (Oakland),"Norm Ferguson
 Stan Fuller
future considerations (Francois Lacombe  Michel Jacques)"
1968/69,"May 21, 1968",Boston Bruins,cash,Pittsburgh Penguins,"Jean Pronovost
 John Arbour"
1968/69,"May 20, 1968",Boston Bruins,1970 1st round pick (#3-Reggie Leach),Los Angeles Kings,Skip Krake
1968/69,"May 14, 1968",California Golden Seals (Oakland),cash,New York Rangers,rights to Larry Popein
1968/69,"May 14, 1968",Toronto Maple Leafs,Terry Clancy,California Golden Seals (Oakland),cash
1969/70,"March 3, 1970",Toronto Maple Leafs,future considerations (Denis Dupere),New York Rangers,Tim Horton
1969/70,"February 28, 1970",Los Angeles Kings,"Real Lemieux
 Juha Widing",New York Rangers,Ted Irvine
1969/70,"February 27, 1970",Montreal Canadiens,cash,Minnesota North Stars,Lorne Gump Worsley
1969/70,"February 20, 1970",Los Angeles Kings,"Denis DeJordy
 Gilles Marotte
 Jim Stanfield",Chicago Blackhawks,"Bryan Campbell
 Gerry Desjardins
 Bill White"
1969/70,"February 20, 1970",Los Angeles Kings,"Brian Gibbons
 Garry Monahan
 Matt Ravlich",Detroit Red Wings,"Gary Croteau
 Larry Johnston
 Dale Rolfe"
1969/70,"February 2, 1970",Detroit Red Wings,"Arnie Brown
 Tom Miller
 Mike Robitaille",New York Rangers,"Larry Brown
 Bruce MacGregor"
1969/70,"February 1, 1970",Toronto Maple Leafs,Jacques Lemieux,Los Angeles Kings,Gary Marsh
1969/70,"January 23, 1970",Montreal Canadiens,"Dennis Hextall
1971 2nd round pick (#20-Larry Robinson)",Los Angeles Kings,Dick Duff
1969/70,"December 15, 1969",California Golden Seals (Oakland),Howie Menard,Chicago Blackhawks,Gene Ubriaco
1969/70,"December 10, 1969",Toronto Maple Leafs,Jim Harrison,Boston Bruins,Wayne Carleton
1969/70,"December 9, 1969",Buffalo Sabres,cash,St. Louis Blues,George Morrison
1969/70,"November 17, 1969",Montreal Canadiens,"1970 2nd round pick (#17-Fred Harvey) 
1970 3rd round pick (#31-Steve Carlyle) 
1970 4th round pick (#45-Cal Hammond)",Los Angeles Kings,"1970 2nd round pick (#24-Al McDonough)
1970 3rd round pick (#38-Terry Holbrook)
rights to Jean Potvin"
1969/70,"November 1, 1969",St. Louis Blues,loan of Larry Hornung for remainder of 1969-70 season,New York Rangers,loan of Sheldon Kannegiesser for remainder of 1969-70 season
1969/70,"October 28, 1969",Detroit Red Wings,Billy Dea,Pittsburgh Penguins,Mike McMahon Jr.
1969/70,"October 1, 1969",Buffalo Sabres,cash,St. Louis Blues,Roger Lafreniere
1969/70,"September 1, 1969",Montreal Canadiens,Andre Pronovost,Minnesota North Stars,cash
1969/70,"June 27, 1969",Montreal Canadiens,"Norm Beaudin
 Bobby Schmautz",St. Louis Blues,Ernie Wakely
1969/70,"June 27, 1969",St. Louis Blues,"Norm Beaudin
 Camille Henry",New York Rangers,cash
1969/70,"June 17, 1969",Detroit Red Wings,Larry Jeffrey,New York Rangers,"Terry Sawchuk
 Sandy Snow"
1969/70,"June 13, 1969",Montreal Canadiens,Lou Fontinato,New York Rangers,Doug Harvey
1969/70,"June 12, 1969",Montreal Canadiens,cash,Philadelphia Flyers,Jean Gauthier
1969/70,"June 12, 1969",Montreal Canadiens,1969 7th round pick (#74-Ian Wilkie),Los Angeles Kings,cash
1969/70,"June 12, 1969",Montreal Canadiens,1969 6th round pick (#63-Guy Delparte),Los Angeles Kings,cash
1969/70,"June 12, 1969",Los Angeles Kings,cash,St. Louis Blues,1969 8th round pick (#80-Pat Lange)
1969/70,"June 12, 1969",Montreal Canadiens,1969 8th round pick (#79-Frank Hamill),Pittsburgh Penguins,cash
1969/70,"June 12, 1969",St. Louis Blues,1969 7th round pick (#73-Bob Collyard),Pittsburgh Penguins,cash
1969/70,"June 12, 1969",St. Louis Blues,1969 6th round pick (#70-Dale Yutsyk),New York Rangers,cash
1969/70,"June 12, 1969",Montreal Canadiens,cash,Philadelphia Flyers,Jean-Guy Gendron
1969/70,"June 11, 1969",Montreal Canadiens,Chuck Hamilton,Detroit Red Wings,cash
1969/70,"June 10, 1969",Minnesota North Stars,Bob Barlow,Philadelphia Flyers,cash
1969/70,"June 10, 1969",St. Louis Blues,Phil Goyette,New York Rangers,1969 1st round pick (#8-Andre Dupont)
1969/70,"June 10, 1969",California Golden Seals (Oakland),Harry Howell,New York Rangers,cash
1969/70,"June 9, 1969",Los Angeles Kings,"Dennis Hextall
 Leon Rochefort",New York Rangers,Real Lemieux
1969/70,"June 6, 1969",St. Louis Blues,"Lou Angotti
1971 1st round pick (#4-Gene Carr)",Pittsburgh Penguins,"Craig Cameron
 Ron Schock
1972 2nd round pick (#30-Bernie Lukowich)"
1969/70,"June 6, 1969",Philadelphia Flyers,Reggie Fleming,New York Rangers,"Don Blackburn
 Leon Rochefort"
1969/70,"June 6, 1969",Montreal Canadiens,"Bart Crashley
 Pete Mahovlich",Detroit Red Wings,"Garry Monahan
 Doug Piper"
1969/70,"June 1, 1969",Montreal Canadiens,North Stars promised to not draft Dick Duff in 1969 intra-league draft,Minnesota North Stars,1969 1st round pick (#5-Dick Redmond)
1969/70,"May 30, 1969",Toronto Maple Leafs,cash,Pittsburgh Penguins,Forbes Kennedy
1969/70,"May 14, 1969",St. Louis Blues,Ron Buchanan,Philadelphia Flyers,cash
1969/70,"May 14, 1969",Boston Bruins,"Ken Turlik
1971 1st round pick (#6-Ron Jones) 
1973 1st round pick (#6-Andre Savard)",Los Angeles Kings,"Ross Lonsberry
 Eddie Shack"
1969/70,"May 14, 1969",Minnesota North Stars,John Miszuk,Philadelphia Flyers,Wayne Hillman
1969/70,"May 13, 1969",St. Louis Blues,cash,New York Rangers,"Norm Beaudin
 Norm Dennis"
1969/70,"May 7, 1969",Boston Bruins,"1969 1st round pick (#3-Don Tannahill) 
future considerations (Fred O'Donnell)",Minnesota North Stars,"Barry Gibbs
 Tom M. Williams"
1970/71,"March 7, 1971",California Golden Seals (Oakland),"Dick Redmond
 Tom M. Williams",Minnesota North Stars,"Ted Hampson
 Wayne Muloin"
1970/71,"March 2, 1971",Detroit Red Wings,Jim Krulicki,New York Rangers,Dale Rolfe
1970/71,"March 1, 1971",Minnesota North Stars,Terry Holbrook,Los Angeles Kings,"Wayne Schultz
rights to Steve Sutherland"
1970/71,"February 22, 1971",Minnesota North Stars,"Terry Caffery
 Doug Mohns",Chicago Blackhawks,Danny O`Shea
1970/71,"February 22, 1971",St. Louis Blues,Carl Brewer,Detroit Red Wings,future considerations (Mike Lowe  Ab McDonald  Bob Wall)
1970/71,"February 6, 1971",St. Louis Blues,"Wayne Connelly
 Garry Unger",Detroit Red Wings,"Red Berenson
 Tim Ecclestone"
1970/71,"February 5, 1971",California Golden Seals (Oakland),"1971 8th round pick (#104-Rod Lyons) 
cash",Los Angeles Kings,Harry Howell
1970/71,"February 1, 1971",Toronto Maple Leafs,Don Westbrooke,Los Angeles Kings,Norm Armstrong
1970/71,"February 1, 1971",Detroit Red Wings,"Arnie Brown
 Tom Miller
 Mike Robitaille",New York Rangers,"Larry Brown
 Bruce MacGregor"
1970/71,"January 31, 1971",Boston Bruins,Mike Walton,Philadelphia Flyers,"Rick MacLeish
 Danny Schock"
1970/71,"January 31, 1971",Toronto Maple Leafs,"Bernie Parent
1971 2nd round pick (#22-Rick Kehoe)",Philadelphia Flyers,"Bruce Gamble
 Mike Walton
1971 1st round pick (#9-Pierre Plante)"
1970/71,"January 28, 1971",Montreal Canadiens,1971 2nd round pick (#24-Michel Deguise),St. Louis Blues,Fran Huck
1970/71,"January 26, 1971",Montreal Canadiens,"Ray Fortin
 Gord Labossiere
1973 2nd round pick (#22-Peter Marrin)",Los Angeles Kings,Ralph Backstrom
1970/71,"January 26, 1971",Montreal Canadiens,Rey Comeau,Minnesota North Stars,Gord Labossiere
1970/71,"January 26, 1971",Pittsburgh Penguins,"Syl Apps Jr.
 Sheldon Kannegiesser",New York Rangers,Glen Sather
1970/71,"January 24, 1971",Buffalo Sabres,Terry Ball,Pittsburgh Penguins,Jean-Guy Lagace
1970/71,"January 13, 1971",Montreal Canadiens,Frank Mahovlich,Detroit Red Wings,"Guy Charron
 Bill Collins
 Mickey Redmond"
1970/71,"December 23, 1970",Toronto Maple Leafs,cash,Montreal Canadiens,Terry Clancy
1970/71,"December 11, 1970",Montreal Canadiens,cash,St. Louis Blues,Michel Plasse
1970/71,"December 3, 1970",Vancouver Canucks,cash,St. Louis Blues,John Arbour
1970/71,"November 24, 1970",Buffalo Sabres,"Dick Duff
 Eddie Shack",Los Angeles Kings,"Mike McMahon Jr.
1971 7th round pick (#89-Pete Harasym)
1971 8th round pick (#103-Lorne Stamler)"
1970/71,"November 13, 1970",Toronto Maple Leafs,Bob Baun,St. Louis Blues,Brit Selby
1970/71,"November 4, 1970",Buffalo Sabres,"Larry Keenan
 Jean-Guy Talbot",St. Louis Blues,Bob Baun
1970/71,"November 3, 1970",Montreal Canadiens,Germain Gagnon,Vancouver Canucks,cash
1970/71,"November 2, 1970",Detroit Red Wings,Don Luce,New York Rangers,Steve Andrascik
1970/71,"October 31, 1970",Detroit Red Wings,Larry Brown,New York Rangers,Pete Stemkowski
1970/71,"October 19, 1970",Buffalo Sabres,cash,St. Louis Blues,Bill Sutherland
1970/71,"October 9, 1970",Buffalo Sabres,Dave Dryden,Pittsburgh Penguins,cash
1970/71,"October 8, 1970",Montreal Canadiens,cash,Los Angeles Kings,Bob Berry
1970/71,"October 2, 1970",Montreal Canadiens,cash,Pittsburgh Penguins,Robin Burns
1970/71,"October 2, 1970",Buffalo Sabres,Ron Anderson,St. Louis Blues,Craig Cameron
1970/71,"October 1, 1970",Buffalo Sabres,cash,California Golden Seals (Oakland),Howie Menard
1970/71,"October 1, 1970",Buffalo Sabres,cash,St. Louis Blues,loan of Gary Edwards
1970/71,"September 9, 1970",St. Louis Blues,Gerald Lemire,New York Rangers,cash
1970/71,"September 3, 1970",Toronto Maple Leafs,"Garry Monahan
 Brian Murphy",Los Angeles Kings,Bob Pulford
1970/71,"September 1, 1970",Toronto Maple Leafs,loan of Andre Hinse,Vancouver Canucks,cash
1970/71,"August 31, 1970",Toronto Maple Leafs,cash,Buffalo Sabres,Brent Imlach
1970/71,"August 31, 1970",Toronto Maple Leafs,cash,Buffalo Sabres,Floyd Smith
1970/71,"August 10, 1970",Minnesota North Stars,cash,St. Louis Blues,Bob McCord
1970/71,"August 1, 1970",Toronto Maple Leafs,"Pat Hannigan
 Ted McCaskill",Vancouver Canucks,Andre Hinse
1970/71,"August 1, 1970",Montreal Canadiens,cash,Minnesota North Stars,Bob McCord
1970/71,"June 11, 1970",Pittsburgh Penguins,Terry Ball,Philadelphia Flyers,George Swarbrick
1970/71,"June 10, 1970",Montreal Canadiens,cash,St. Louis Blues,Lyle Carter
1970/71,"June 10, 1970",Montreal Canadiens,cash,St. Louis Blues,Murray Flegel
1970/71,"June 10, 1970",Vancouver Canucks,Andre Boudrias,St. Louis Blues,"1970 7th round pick (#85-Jack Taggart)
1970 9th round pick (#108-Bob Winograd)
cash"
1970/71,"June 10, 1970",Vancouver Canucks,1971 8th round pick (#102-Bob Murphy),Pittsburgh Penguins,Canucks promised to not take certain players in expansion draft
1970/71,"June 10, 1970",Chicago Blackhawks,cash,Pittsburgh Penguins,Dave Dryden
1970/71,"June 10, 1970",Buffalo Sabres,Roger Crozier,Detroit Red Wings,Tom Webster
1970/71,"June 10, 1970",Buffalo Sabres,Ted Hodgson,New York Rangers,cash
1970/71,"June 10, 1970",Montreal Canadiens,Claude D. Larose,Minnesota North Stars,Bobby Rousseau
1970/71,"June 9, 1970",Montreal Canadiens,cash,Minnesota North Stars,Norm Beaudin
1970/71,"May 26, 1970",Boston Bruins,1970 1st round pick (#9-Ron Plumb),St. Louis Blues,Jim Lorentz
1970/71,"May 22, 1970",Montreal Canadiens,cash,St. Louis Blues,Christian Bordeleau
1970/71,"May 22, 1970",Montreal Canadiens,"Gregg Boddy
 Leon Rochefort
 Wayne Thomas",Los Angeles Kings,"Lucien Grenier
 Larry Mickey
 Jack Norris"
1970/71,"May 22, 1970",Toronto Maple Leafs,"Terry O`Malley
rights to Brian Conacher",Minnesota North Stars,Murray Oliver
1970/71,"May 22, 1970",Montreal Canadiens,player to be named later (Bill Collins),Minnesota North Stars,Jude Drouin
1970/71,"May 22, 1970",Montreal Canadiens,cash,California Golden Seals (Oakland),Dennis Hextall
1970/71,"May 22, 1970",Montreal Canadiens,"cash 
1971 1st round pick (#1-Guy Lafleur) 
 Francois Lacombe",California Golden Seals (Oakland),"1970 1st round pick (#10-Chris Oddleifson)
 Ernie Hicke"
1970/71,"May 20, 1970",Los Angeles Kings,Mike Byers,Philadelphia Flyers,Brent Hughes
1970/71,"May 18, 1970",Toronto Maple Leafs,Jacques Plante,St. Louis Blues,cash
1970/71,"May 11, 1970",Los Angeles Kings,Ray Fortin,St. Louis Blues,Bob Wall
1971/72,"March 6, 1972",Vancouver Canucks,Jim Niekamp,Detroit Red Wings,Ralph Stewart
1971/72,"March 5, 1972",Boston Bruins,Tom M. Williams,California Golden Seals (Oakland),cash
1971/72,"March 5, 1972",Vancouver Canucks,cash,New York Rangers,Ron Stewart
1971/72,"March 5, 1972",Buffalo Sabres,cash,New York Rangers,rights to Phil Goyette
1971/72,"March 5, 1972",Buffalo Sabres,"George Morrison
1972 2nd round pick (#25-Larry Carriere)",St. Louis Blues,Chris Evans
1971/72,"March 4, 1972",Buffalo Sabres,Rene Robert,Pittsburgh Penguins,Eddie Shack
1971/72,"February 26, 1972",Vancouver Canucks,Bruce Bullock,Chicago Blackhawks,cash
1971/72,"February 23, 1972",Boston Bruins,"Don O`Donoghue
 Carol Vadnais",California Golden Seals (Oakland),"Reggie Leach
 Rick Smith
 Bob Stewart"
1971/72,"February 20, 1972",Toronto Maple Leafs,Pierre Jarry,New York Rangers,Jim Dorey
1971/72,"February 8, 1972",St. Louis Blues,Danny O`Shea,Chicago Blackhawks,"Christian Bordeleau
future considerations (John Garrett)"
1971/72,"January 28, 1972",Los Angeles Kings,"Serge Bernier
 Jim Johnson
 Bill Lesuk",Philadelphia Flyers,"Bill Flett
 Eddie Joyal
 Ross Lonsberry
 Jean Potvin"
1971/72,"January 14, 1972",Buffalo Sabres,Jim Lorentz,New York Rangers,1972 2nd round pick (#21-Larry Sacharuk)
1971/72,"January 11, 1972",Los Angeles Kings,Bob Woytowich,Pittsburgh Penguins,Al McDonough
1971/72,"January 7, 1972",Minnesota North Stars,Craig Cameron,New York Islanders,Jude Drouin
1971/72,"December 16, 1971",Buffalo Sabres,"Mike Byers
 Larry Hillman",Los Angeles Kings,"Doug Barrie
 Mike Keeler"
1971/72,"December 13, 1971",Montreal Canadiens,Jim Roberts,St. Louis Blues,Phil Roberto
1971/72,"November 22, 1971",Detroit Red Wings,Bill Hicke,Pittsburgh Penguins,cash
1971/72,"November 21, 1971",Vancouver Canucks,cash,Detroit Red Wings,Bob Cook
